YearStart,YearEnd,LocationDesc,Datasource,Topic,Question,Data_Value_Unit,Data_Value_Type,Stratification1,StratificationCategory2,Stratification2,LocationID,TopicID,QuestionID,StratificationID1,StratificationID2,target
2019,2019,Midwest,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Race/Ethnicity,"Black, non-Hispanic",9002,TCC03,Q41,65PLUS,BLK,1
2019,2022,New Hampshire,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,,,33,TCC01,Q30,65PLUS,OVERALL,0
2021,2021,Oklahoma,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,,,40,TCC01,Q30,5064,OVERALL,0
2019,2019,Alabama,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Male,1,TCC03,Q41,5064,MALE,1
2021,2021,Pennsylvania,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",42,TCC04,Q42,AGE_OVERALL,WHT,1
2019,2019,New York,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",36,TCC04,Q42,AGE_OVERALL,WHT,1
2020,2020,Arkansas,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",5,TCC01,Q30,65PLUS,WHT,0
2015,2015,West,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,,,9004,TCC04,Q42,5064,OVERALL,1
2020,2020,Midwest,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,"Black, non-Hispanic",9002,TCC04,Q42,5064,BLK,1
2020,2020,Midwest,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,Hispanic,9002,TCC03,Q41,AGE_OVERALL,HIS,1
2016,2016,Kentucky,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,,,21,TCC02,Q31,5064,OVERALL,1
2019,2019,Northeast,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,Native Am/Alaskan Native,9001,TCC03,Q41,AGE_OVERALL,NAA,0
2015,2015,Northeast,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,Hispanic,9001,TCC04,Q42,AGE_OVERALL,HIS,1
2019,2022,Tennessee,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,,,47,TCC04,Q42,5064,OVERALL,1
2022,2022,Wisconsin,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,,,55,TCC02,Q31,AGE_OVERALL,OVERALL,0
2015,2015,Arizona,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Female,4,TCC03,Q41,65PLUS,FEMALE,0
2015,2015,South Dakota,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Female,46,TCC03,Q41,AGE_OVERALL,FEMALE,1
2016,2016,Tennessee,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Sex,Male,47,TCC02,Q31,65PLUS,MALE,1
2019,2019,Missouri,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Male,29,TCC01,Q30,65PLUS,MALE,0
2016,2016,West,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,9004,TCC02,Q31,5064,NAA,1
2015,2015,New Jersey,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Male,34,TCC03,Q41,65PLUS,MALE,0
2018,2018,Northeast,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",9001,TCC04,Q42,5064,WHT,1
2019,2019,Kansas,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Female,20,TCC04,Q42,AGE_OVERALL,FEMALE,1
2016,2016,Utah,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Sex,Female,49,TCC04,Q42,5064,FEMALE,1
2022,2022,Florida,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",12,TCC03,Q41,65PLUS,WHT,0
2022,2022,Florida,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Male,12,TCC03,Q41,5064,MALE,0
2020,2020,Puerto Rico,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,Hispanic,72,TCC01,Q30,5064,HIS,0
2020,2020,South,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,9003,TCC04,Q42,65PLUS,NAA,1
2020,2020,Delaware,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Male,10,TCC01,Q30,AGE_OVERALL,MALE,0
2019,2022,"United States, DC & Territories",BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Male,59,TCC04,Q42,AGE_OVERALL,MALE,1
